sentence,language
"El Torneo Oficial de la Tercera División A ""Copa Diario La Cuarta"" corresponde al principal campeonato disputado en la Serie C del fútbol chileno, durante 2010. Participan 15 equipos, con jugadores nacionales menores de 23 años, razón por la cual el torneo, en todas sus ediciones, es conocido como Torneo Nacional Tercera A Sub-23.
Trece de los diesiséis equipos participantes quedaron clasificados para este torneo durante la temporada anterior. Deportes Quilicura y Municipal La Pintana se sumaron al ganar el campeonato de Tercera B. El otro participante es Deportes Melipilla, desafiliado en 2009 de la Primera B.
A principios de año, el club AGC Provincial Cabildo decidió retirarse de la competencia, dejando un cupo libre para equipos de Tercera B. La disputa por aquel puesto enfrentó a Deportes Santa Cruz y Provincial Talagante, siendo el elenco talagantino el ganador de la llave y por lo cual pudo participar este año en el torneo. Otro participante que a solo días del inicio del torneo abandonó el campeonato fue Unión Quilpué, cuya vacante no fue llenada.
El torneo comenzó el 24 de abril y finalizó el 11 de diciembre. El ganador fue Magallanes quien, al cabo de dos fases, logró el ascenso a Primera B. 
El descendido a Tercera B fue Linares Unido, quien perdió el partido de definición con Deportes Quilicura, el que a su vez, retuvo la categoría al vencer en la Liguilla de Promoción a Rengo Unido.",spanish
"La fuerza del sol es el álbum de debut de estudio de la cantante y compositora ilicitana Verónica Romero, lanzado en julio de 2002.",spanish
"Tubthumper es el octavo álbum de la banda Chumbawamba, y es el álbum que los llevó al éxito. Muchas de las canciones tratan temas sociales, como la indigencia, la huelga de los estibadores de Liverpool o el racismo; un número de ellas expresa la ira y disgusto por la izquierda británica (de la cual Chumbawamba forma parte) en 1994. Tubthumper fue el primer éxito comercial de la banda, y continúa siendo su álbum más exitoso, habiendo vendido más de tres millones de copias en Estados Unidos, gran parte gracias al sencillo ""Tubthumping"". El diseño de la portada del álbum fue realizado por Michael Calleia en Nueva York.",spanish
"Para el telefilme español ver Juan Soldado (telefilme)

Juan Soldado (* Oaxaca - México, 1914 - † Tijuana, Baja California, 17 de febrero de 1938) es el nombre con el que se conoce a un militar mexicano, que se cree se llamaba en realidad Juan Castillo Morales. El soldado raso del ejército fue ejecutado en Tijuana, Baja California, el 17 de febrero de 1938 tras la violación y asesinato de la niña Olga Camacho Martínez. Se le venera en la región noroccidental de México y sudoeste de los Estados Unidos como un supuesto santo. Aquellos que creen en sus milagros dicen que fue acusado falsamente y que a través de su intercesión espiritual, pueden conseguir ayuda en problemas de salud, familiares o facilitar el cruce fronterizo a los inmigrantes indocumentados. Es por ello por lo que se le considera el santo patrón de los inmigrantes indocumentados mexicanos. La imagen que se venera de él es considerada como falsa.",spanish
"Uroš Ćosić (Belgrado, 24 de octubre de 1992) es un futbolista serbio que juega de central en el AEK Atenas F.C. de la Superliga de Grecia. Es internacional con las categorías inferiores de la selección de fútbol de Serbia.[1]​",spanish
"La Casa de Sefarad, situada en Córdoba (España), es un museo y centro cultural abierto en 2006 sobre la cultura, historia y tradición sefardí. Se ubica en una antigua casa judía del siglo XIV en pleno corazón de la judería y justo enfrente de la Sinagoga de Córdoba. Se trata de un museo de propiedad privada. 
Dispone de una exposición permanente y una biblioteca especializada y se realizan visitas guiadas acompañadas por talleres de música sefardí, así como diversas actividades culturales como conciertos, recitales literarios y presentaciones de revistas.",spanish
"Physocoryna es un género de escarabajos  de la familia Chrysomelidae. En 1844 Guérin-Méneville describió el género. Contiene las siguientes especies:[1]​

Physocoryna expansa Pic, 1925
Physocoryna parvula Weise, 1921
Physocoryna scabra Guérin-Méneville, 1844",spanish
"Christo van Rensburg (n, 23 de octubre de 1962) es un jugador sudafricano de tenis. En su carrera conquisto 6 torneos ATP de individuales y 20 torneos ATP de dobles. Su mejor posición en el ranking de individuales fue el Nº19 en febrero de 1988. En 1989 llegó a la cuarta ronda de Wimbledon.",spanish
"Manuel Balasch i Recort (Cornellá de Llobregat, 13 de mayo de 1928-ibídem, 13 de febrero de 2009) fue un religioso, helenista y traductor de Cataluña, España.
Fue catedrático de griego en la Universidad Autónoma de Barcelona. Publicó traducciones al catalán y al español de clásicos latinos y griegos para distintas editoriales  (Juvenal, Baquílides, Sófocles, Aristófanes, Polibio, Tucídides, Safo, Píndaro, Platón), tradujo al español por encargo del Consejo Superior de Investigaciones Científicas (CSIC), participó en la elaboración de algunas gramáticas de griego y latín para manuales de estudio de bachillerato y universitarios, colaboró en la segunda Antologia poètica universitària (1950) y escribió algunos estudios sobre escritores catalanes  como Carles Riba. En 1988 recibió el premio Ciudad de Barcelona y el Premio Crítica Serra d'Or por la traducción al catalán de la Ilíada. 
En 1991 fue galardonado con el Premio Creu de Sant Jordi. Desde 2000 fue miembro de la Real Academia de Buenas Letras de Barcelona. Falleció el 13 de febrer de 2009 en su localidad natal.[1]​[2]​",spanish
"Valeri Bulishev (península de Crimea, Unión Soviética, 15 de junio de 1939-15 de agosto de 2013)[1]​ fue un atleta soviético especializado en la prueba de 800 m, en la que consiguió ser subcampeón europeo en 1962.[2]​",spanish
"Este artículo trata sobre la serie original, emitida en la Argentina. Para la versión de Fox, véase Tiempo final (Fox), y para otros usos, Tiempo finalTiempo final fue una serie argentina de televisión producida por BBTV y Telefe Contenidos, estrenada por Telefe el 3 de agosto de 2000. Este thriller constó de tres temporadas de 22, 21 y 26 episodios respectivamente, en la que cada historia transcurría en un solo lugar y con no más de tres o cuatro personajes. Durante el 2009 y el 2011, la serie se repitó por Magazine TV todos los miércoles a las 23:00.",spanish
"La Iglesia de san Simón Estilita, conocida también como Qal’at Sim’an (fortaleza de Simón, en idioma árabe) es una iglesia cristiana del siglo V situada cerca de Alepo, Siria.
La iglesia, un grandioso martyrium cruciforme, que en realidad comprende varios edificios de estructura muy compleja, fue erigida en honor de san Simón Estilita, uno de los santos anacoretas conocidos como los Padres del desierto. 
Su importancia radica en el hecho de tratarse de uno de los edificios medievales más originales y antiguos, cuyas soluciones arquitectónicas son claro precedente de algunos aspectos del arte bizantino o el Románico. El complejo está declarado Patrimonio de la Humanidad desde 2011, dentro de conjunto denominado ""Aldeas antiguas del norte de Siria"".[1]​",spanish
"Live Letters es un DVD compilatorio de la banda finlandesa de rock The Rasmus, que fue publicado en 2004 internacionalmente. El DVD incluye los videos de los sencillos del álbum Dead Letters, además de actuaciones en vivo de la banda en Festival Gampel Open Air (21 de agosto de 2004) en Suiza. Además tiene algunos extras como entrevistas y pruebas de sonido de la banda, así como la creación de los videoclips que se incluyen.",spanish
"En cosmología se llama volumen de Hubble o esfera de Hubble a la región del universo que rodea a un observador, más allá de la cual los objetos se alejan del mismo a una velocidad mayor que la velocidad de la luz debido a la expansión del universo.[1]​
El radio de la esfera de Hubble es 
  
    
      
        c
        
          /
        
        
          H
          
            0
          
        
      
    
    {\displaystyle c/H_{0}}
  , siendo 
  
    
      
        c
      
    
    {\displaystyle c}
   la velocidad de la luz y 
  
    
      
        
          H
          
            0
          
        
      
    
    {\displaystyle H_{0}}
   la constante de Hubble.
De forma general, el término «volumen de Hubble» puede aplicarse a cualquier región del espacio con un volumen del orden de 
  
    
      
        (
        c
        
          /
        
        
          H
          
            0
          
        
        
          )
          
            3
          
        
      
    
    {\displaystyle (c/H_{0})^{3}}
  .
Frecuentemente el término se utiliza como sinónimo del universo observable; sin embargo, los dos conceptos no son iguales, ya que el universo visible es más grande que el volumen de Hubble.[2]​",spanish
Amblyeleotris callopareia  es una especie de peces de la familia de los Gobiidae en el orden de los Perciformes.,spanish
"Rik Wouters (Malinas, 21 de agosto de 1882 - Ámsterdam, 11 de julio de 1916) fue un escultor y pintor belga.",spanish
Ampelita julii es una especie de molusco gasterópodo de la familia Acavidae en el orden de los Stylommatophora.,spanish
"Pedro Rafael Tinoco Jiménez (Caracas, 4 de octubre de 1927 - Denver, 31 de marzo de 1993) fue un banquero, político y abogado venezolano. Detentó un rol prominente en la vida pública de Venezuela, sirviendo como Ministro de Hacienda en el lapso 1969-1972, durante la primera presidencia de Rafael Caldera y como presidente del Banco Central de Venezuela entre 1989 y 1992, durante la segunda presidencia de Carlos Andrés Pérez. Adicionalmente fue fundador del Movimiento Nacional Desarrollista, partido por el que fue candidato a la Presidencia de la República de Venezuela en las elecciones de 1973.
Además de su actuación en la política nacional, Tinoco fue Socio principal y Director del Escritorio Jurídico Tinoco, Travieso, Planchart, Erminy & Asociados desde 1948 hasta su muerte en 1992, siendo este uno de los principales buffetes de abogados del país. Adicionalmente fue Presidente del Banco Mercantil entre de 1967 a 1973 y posteriormente presidió el Banco Latino de 1975 a 1989, entidad bancaria de la cual además fue el propietario del 34% de las acciones.
Con frecuencia llamado Tinoco hijo o Dr. Tinoco, para diferenciarlo de su padre, Pedro Tinoco Smith, quien fuese Ministro del Interior durante la dictadura de Juan Vicente Gómez, Pedro Tinoco también fue diputado al Congreso Nacional, presidente del Consejo Bancario Nacional y de la Asociación Bancaria Nacional. También ejerció como profesor en las cátedras de Hacienda Pública y de Economía Política en la Universidad Central de Venezuela. 
Además fue fundador y primer presidente del Instituto de Capacitación Bancaria; miembro del Consejo Nacional de Energía, miembro del Directorio de CORDIPLAN, Director Ejecutivo de Fedecámaras y miembro fundador del Comité Delegado Central de Acción Venezolana Independiente.",spanish
